Name,Function,Indoor/Outdoors,Details,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Score,NumOfReviews,Latitude,Longitude,Image
월계동각심재,역사적 명소,Outdoor,"청계천에 설치되어 있는 다리로 지금의 광교 자리에 있었으며, 육조거리에서 숭례문으로 이어지는 도성 안 중심통로여서 옛 도성에서 가장 많은 사람들이 왕래하던 다리였다고 한다.",Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,3,3,37.633944,127.0332285,Wolgye-donggaksimjae.jpg
목릉,역사적 명소,Outdoor,종로구 경운동에 위치한 월계동 각심재는 1930년대에 지은것으로 보이는 개량한옥으로 경운동에 있던것을 지금의 장소로 옮겨 지었다고 한다.일제시기의 개량한옥의 모습을 잘 나타내고 있으며 주택의 변천사를 알 수 있는 중요한 자료이다.,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,4,10,37.6256571,127.1156626,Mokneung.jpg
서울어린이대공원놀이동산,놀이공원,Outdoor,광진구 능동에 위치한 어린이 대공원 내의 놀이동산으로 어린이 대공원의 취지에 맞추어 유모차 관련 시설이나 수유 시설등이 매우 잘 되어있다.,10AM-7PM,10AM-7PM,10AM-7PM,10AM-7PM,10AM-7PM,10AM-9PM,10AM-7PM,4.3,950,37.5506984,127.0488321,Seoulchildren'sgrandparknoripark.jpg
서울랜드,놀이공원,Outdoor,경기도 과천시 막계동 서울대공원 내에 있는 테마공원이다. 1988년 5월 4일에 개장했으며 2018년 개장 30주년을 맞았다.서울랜드지만 과천시에 있다는 것이 특징이다.,9:30AM-10PM,9:30AM-10PM,9:30AM-10PM,9:30AM-10PM,9:30AM-10PM,9:30AM-10PM,9:30AM-10PM,4.2,"3,186",37.4341563,126.9851078,Seoulland.jpg
어린이대공원,놀이공원,Outdoor,"광진구 능동에 있는 시립 공원으로 현재 서울시설공단에서 운영하고 있다. 개장 당시에는 동양 최대의 규모였다. 푸른 숲과 파란 잔디의 녹지공간으로 이루어져 있어 어린이는 물론 청소년과 일반시민을 위한 휴식 및 문화공간으로서 시민공원의 역할을 한다. 또한 각종 교양시설 및 동물원, 식물원, 놀이시설 등을 갖춘 학습교육장으로 기능하고 있다.",5AM-10PM,5AM-10PM,5AM-10PM,5AM-10PM,5AM-10PM,5AM-10PM,5AM-10PM,4.4,"3,034",37.5482248,127.0458185,Seoulchildren'sgrandpark.jpg
에버랜드,놀이공원,Outdoor,"용인시 처인구 포곡읍에 위치한 에버랜드는 국내 최대의 테마파크이다. 에버랜드는 크게 글로벌 페어, 아메리칸 어드벤처, 매직랜드, 유러피안 어드벤처 그리고 주토피아로 크게 5개의 테마존으로 나뉘어 진다. 시기벌, 절기별로 축제, 공연 및 퍼레이드가 상시 운영되어 볼거리가 많다는 특징이 있다.",10AM-10PM,10AM-10PM,10AM-10PM,10AM-10PM,10AM-9PM,10AM-9PM,10AM-10PM,4.4,7,37.4923535,126.9947057,Everland.jpg
두리랜드,놀이공원,Outdoor,"경기도 양주시 장흥면 일영리에 위치한 어린이 무료 테마파크이다. 놀이공원의 규모 자체는 작지만, 어린이들을 좋아하는 임채무 씨의 설립 취지대로 '어린이들을 위한 놀이 공간' 으로 만들어졌다.",Closed,10AM-5PM,10AM-5PM,10AM-5PM,10AM-5PM,10AM-7PM,10AM-7PM,3.9,71,37.7246681,126.91541,Duriland.jpg
문래공원관리사무소,놀이공원,Outdoor,"영등포구 문래동에 위치한 문래공원은 많은 식목들이 심어져 있는 생태공원으로 생태연못, 배드민턴장, 산책로, 야외헬스기구와 같은 야외시설들이 설치되어 있다.",9AM-6PM,9AM-6PM,9AM-6PM,9AM-6PM,9AM-6PM,Closed,Closed,,,37.5176033,126.8602701,Munraeparkadministrativeoffice.jpg
Running Man Ep 1,놀이공원,Indoor,"종로구 인사동에 위치한 런닝맨은 생각보다 좁은 장소에 많은 조형물과 컨텐츠를 조성해 놓았고, 미션 달성이 쉽지만은 않으면서도 흥미와 성취욕을 유발하도록 만들어져 있어 운동효과도 높다.",10AM-10PM,10AM-10PM,10AM-10PM,10AM-10PM,10AM-10PM,10AM-10PM,10AM-10PM,5,2,37.5782,126.9550913,Runningmanep1.jpg
월미테마파크,놀이공원,Outdoor,중구 월미도에 위치한 놀이공원으로 1992년에 설립된 마이랜드에 이어서 2009년 11월 즈음에 개장한 놀이공원이다. 규모가 놀이공원에 비해 작고 주변에 울타리가 없어 기존의 건물들과 경계가 없는 편이지만 사람들이 많이 찾는 장소이다. 20가지가 넘는 놀이기구 시설들이 있다.,10AM-10PM,10AM-10PM,10AM-10PM,10AM-10PM,10AM-10PM,10AM-10:30PM,10AM-10:30PM,3.8,"1,113",37.471318,126.5612681,Wallmeethemepark.jpg
원더존,놀이공원,Outdoor,"부천시 원미구 춘의동에 위치한 원더존은 보다 이색적이고 신레포츠형 놀이동산으로 가족 나들이나, 단체 활동을 수용할 수 있는 넓은 잔디운동장과 안락한 휴식처들이 준비되어 있다. 20종이 넘는 놀이기구가 설치되어 있고, 3개의 박물관이 전시하고 있어 아이들과 시간을 보내기 좋은 장소이다.",10AM-10PM,10AM-10PM,10AM-10PM,10AM-10PM,10AM-10PM,10AM-12PM,10AM-12PM,3,6,37.5038035,126.7673075,Wonderzone.jpg
테지움 서울,놀이공원,Indoor,"종로구 창신 1동에 위치한 테지움 서울은 테디베어 테마파크로 테디베어를 직접 만지고 안아보는 오픈형 이색체험전시 공간이다. 이곳에서 테디베어의 어원과 유래, 역사를 알 수 있다. 서울 테마 존에서는 옛 시절 서울부터 현재 서울까지를 테디베어로 소개하고 있다.",8:30AM-6PM,8:30AM-6PM,8:30AM-6PM,8:30AM-6PM,8:30AM-6PM,8:30AM-6PM,8:30AM-6PM,4.1,214,37.5782,126.9550913,Teseumseoul.jpg
풍무동 중앙공원 공룡놀이터,놀이공원,Outdoor,"김포시 풍무동에 위치한 중앙공원 내부의 공룡 놀이터로, 어린이들의 취향에 맞도록 공룡 형상을 띄는 놀이기구들이 있으며, 공룡 조형물도 있다.",Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,1,1,37.6036421,126.6909869,Pungmudongcentralparkdinosaurplayground.jpg
하니랜드,놀이공원,Outdoor,파주시 조리읍에 위치한 캠핑장으로 야외 어린이용 놀이공원과 식당가가 있어 아동과 시간을 보낼 수 있는 시설물들이 있다.,10AM-5:30PM,10AM-5:30PM,10AM-5:30PM,10AM-5:30PM,10AM-5:30PM,10AM-5:30PM,10AM-5:30PM,3.7,153,37.749982,126.7981818,Haniland.jpg
물동네,놀이공원,Outdoor,남양주시 수동면에 위치한 캠핑장으로 야외수영장과 계곡변의 캠핑시설과 실내 숙박시설이 있어 숙식이 가능하다.,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,2.3,4,37.719324,127.2777366,Muldongnae.jpg
일신놀이공원,놀이공원,Outdoor,부평구 일신동에 위치한 공원으로 시민들을 위한 산책로와 휴계시설등이 있다.,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,5,1,37.482593,126.7073008,Ilsinnoripark.jpg
성삼공원,공원,Outdoor,성동구 성수1동에 위치한 공원으로 건물 사이에 있는 작은 공원이다.,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,3.9,7,37.5420115,127.0590901,Seongsampark.jpg
서남환경공원,공원,Outdoor,강서구 방화동에 위치한 수목공원으로 시민들을 위하여 잡풀로 우거진 초지나 다름없던 곳을 새롭게 만든 공원이다. 평탄한 언덕길에 나무들을 많이 심어 산책하기에 좋고 산책로 끄트머리에 메타세쿼이아 나무가 숲을 이뤄 이곳의 메타세쿼이야 길이 인상적이다. 습지로를 따라 산책을 즐길수도 있으며 풋살장등의 편의시설도 있다.,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,37.5519278,127.0802988,Southwestenvironmentalpark.jpg
맨발공원,공원,Outdoor,"광진구 능동에 위치한 어린이대공원 내의 맨발공원으로 음악분수 광장 세갈래길 중 정면으로가면 도착할 수 있다. 넓은 풀밭과 흙길, 지압을 할 수 있는 타일들이 이색적이다.",5AM-10PM,5AM-10PM,5AM-10PM,5AM-10PM,5AM-10PM,5AM-10PM,5AM-10PM,,,37.5508016,127.0810532,Barefootpark.jpg
뚝섬유수지체육공원,공원,Outdoor,서울숲 공원 북쪽 끝에 자리잡고 있는 시민공원으로 성동구에서 시민들의 스포츠 활동 공간 확충과 체육활성화 토대를 마련하기 위해 뚝섬유원지에 체육공원을 만들었다. 서울숲과 붙어있기 때문에 한강변과 가깝다는 장점이 있다.,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,3.8,24,37.5496009,127.0405181,Ttukseomsportspark.jpg
미나리공원,공원,Outdoor,동대문구 장안동에 위치한 공원으로 장한평역 4번출구에서 도보 15분 내외로 갈 수 있다.,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,3.6,5,37.563681,127.068102,Minaripark.jpg
상원어린이공원,공원,Outdoor,성동구 성수동 1가에 위치한 공원으로 어린이를 위한 놀이 시설물 등이 있다.,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,4,2,37.5475661,127.046119,Saangwhonchildren'spark.jpg
열린무대,공원,Outdoor,광진구 능동에 위치한 어린이대공원 내의 야외 시설물로 정문 음악분수 광장에 자리한다. 부채꼴 모양의 야외 무대이며 여러 공연등이 상영되기도 한다.,5AM-10PM,5AM-10PM,5AM-10PM,5AM-10PM,5AM-10PM,5AM-10PM,5AM-10PM,,,37.5488553,127.0768934,Openstage.jpg
